Date,Service,Ligne,Nom_de_la_ligne,Taux_de_ponctualité,Nombre_de_voyageurs_à_l'heure_pour_un_voyageur_en_retard
4/1/2025,Transilien,P,Paris Est,83.60,13.82
4/1/2025,Transilien,R,Paris Sud Est,83.60,6.43
4/1/2025,Transilien,U,La Verrière - La Défense,83.60,17.73
5/1/2025,RER,A,RER A,83.60,8.30
5/1/2025,RER,B,RER B,83.60,6.95
5/1/2025,RER,C,RER C,83.60,12.27
5/1/2025,RER,D,RER D,83.60,5.44
5/1/2025,RER,E,RER E,83.60,8.88
5/1/2025,Transilien,H,Paris Nord Ouest,83.60,23.48
5/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,15.90
5/1/2025,Transilien,K,Paris Nord Crépy,83.60,20.40
5/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,19.44
5/1/2025,Transilien,N,Paris Montparnasse,83.60,25.78
5/1/2025,Transilien,P,Paris Est,83.60,8.02
5/1/2025,Transilien,R,Paris Sud Est,83.60,13.18
5/1/2025,Transilien,U,La Verrière - La Défense,83.60,15.38
6/1/2025,RER,A,RER A,83.60,4.25
6/1/2025,RER,B,RER B,83.60,6.24
6/1/2025,RER,C,RER C,83.60,6.18
6/1/2025,RER,D,RER D,83.60,5.74
6/1/2025,RER,E,RER E,83.60,7.41
6/1/2025,Transilien,H,Paris Nord Ouest,83.60,12.87
6/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,12.50
6/1/2025,Transilien,K,Paris Nord Crépy,83.60,11.04
6/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,12.61
6/1/2025,Transilien,N,Paris Montparnasse,83.60,22.76
6/1/2025,Transilien,P,Paris Est,83.60,7.00
6/1/2025,Transilien,R,Paris Sud Est,83.60,6.66
6/1/2025,Transilien,U,La Verrière - La Défense,83.60,10.26
7/1/2025,RER,A,RER A,83.60,8.41
7/1/2025,RER,B,RER B,83.60,7.80
7/1/2025,RER,C,RER C,83.60,7.56
7/1/2025,RER,D,RER D,83.60,6.13
7/1/2025,RER,E,RER E,83.60,12.74
7/1/2025,Transilien,H,Paris Nord Ouest,83.60,19.18
7/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,11.34
7/1/2025,Transilien,K,Paris Nord Crépy,83.60,19.95
7/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,12.02
7/1/2025,Transilien,N,Paris Montparnasse,83.60,20.57
7/1/2025,Transilien,P,Paris Est,83.60,11.96
7/1/2025,Transilien,R,Paris Sud Est,83.60,8.62
7/1/2025,Transilien,U,La Verrière - La Défense,83.60,18.32
8/1/2025,RER,A,RER A,83.60,18.06
8/1/2025,RER,B,RER B,83.60,14.83
8/1/2025,RER,C,RER C,83.60,18.21
8/1/2025,RER,D,RER D,83.60,9.14
8/1/2025,RER,E,RER E,83.60,18.14
8/1/2025,Transilien,H,Paris Nord Ouest,83.60,35.19
8/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,18.31
8/1/2025,Transilien,K,Paris Nord Crépy,83.60,12.75
8/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,21.19
8/1/2025,Transilien,N,Paris Montparnasse,83.60,42.04
8/1/2025,Transilien,P,Paris Est,83.60,16.79
8/1/2025,Transilien,R,Paris Sud Est,83.60,11.11
8/1/2025,Transilien,U,La Verrière - La Défense,83.60,64.86
9/1/2025,RER,A,RER A,83.60,11.67
9/1/2025,RER,B,RER B,83.60,6.02
9/1/2025,RER,C,RER C,83.60,9.43
9/1/2025,RER,D,RER D,83.60,6.22
9/1/2025,RER,E,RER E,83.60,11.08
9/1/2025,Transilien,H,Paris Nord Ouest,83.60,16.61
9/1/2025,Transilien,J,Paris Saint-Lazare Nord,83.60,20.94
9/1/2025,Transilien,K,Paris Nord Crépy,83.60,9.45
9/1/2025,Transilien,L,Paris Saint-Lazare Sud,83.60,15.75
9/1/2025,Transilien,N,Paris Montparnasse,83.60,32.97
9/1/2025,Transilien,P,Paris Est,83.60,13.31
9/1/2025,Transilien,R,Paris Sud Est,83.60,5.86
9/1/2025,Transilien,U,La Verrière - La Défense,83.60,10.42
